時間,設備,值
2024-10-26 12:11:48,SA-45/TEMPERATURE,25.64
2024-10-26 12:11:48,SA-45/TEMPERATURE,25.17
2024-10-26 12:11:48,SA-45/TEMPERATURE,25.64
2024-10-26 12:11:50,SA-45/TEMPERATURE,25.17
2024-10-26 12:11:54,SA-45/TEMPERATURE,25.64
2024-10-26 12:11:56,SA-45/TEMPERATURE,25.17
2024-10-26 12:12:02,SA-45/TEMPERATURE,25.64
2024-10-26 12:12:06,SA-45/TEMPERATURE,25.17
2024-10-26 12:12:12,SA-45/TEMPERATURE,25.64
2024-10-26 12:12:14,SA-45/TEMPERATURE,25.17
2024-10-26 12:12:26,SA-45/TEMPERATURE,25.64
2024-10-26 12:12:28,SA-45/TEMPERATURE,25.17
2024-10-26 12:12:30,SA-45/TEMPERATURE,25.64
2024-10-26 12:12:34,SA-45/TEMPERATURE,25.17
2024-10-26 12:12:44,SA-45/TEMPERATURE,25.64
2024-10-26 12:12:46,SA-45/TEMPERATURE,25.17
2024-10-26 12:12:48,SA-45/TEMPERATURE,25.64
2024-10-26 12:12:50,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,26.11
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.64
2024-10-26 12:17:07,SA-45/TEMPERATURE,25.17
2024-10-26 13:29:25,SA-45/TEMPERATURE,25.64
2024-10-26 13:29:25,SA-45/TEMPERATURE,25.17
2024-10-26 13:29:28,SA-45/TEMPERATURE,24.7
2024-10-26 13:29:32,SA-45/TEMPERATURE,25.17
2024-10-26 13:29:38,SA-45/TEMPERATURE,24.7
2024-10-26 13:29:40,SA-45/TEMPERATURE,25.17
2024-10-26 13:29:54,SA-45/TEMPERATURE,24.7
2024-10-26 13:29:56,SA-45/TEMPERATURE,25.17
2024-10-26 13:30:00,SA-45/TEMPERATURE,24.7
2024-10-26 13:30:02,SA-45/TEMPERATURE,25.17
2024-10-26 13:30:08,SA-45/TEMPERATURE,24.7
2024-10-26 13:30:10,SA-45/TEMPERATURE,25.17
2024-10-26 13:30:25,SA-45/LED_LEVEL,4
2024-10-26 13:30:25,SA-45/LED_LEVEL,5
2024-10-26 13:30:26,SA-45/LED_LEVEL,4
2024-10-26 13:30:52,SA-45/TEMPERATURE,24.7
2024-10-26 13:30:54,SA-45/TEMPERATURE,25.17
2024-10-26 13:31:08,SA-45/TEMPERATURE,24.7
2024-10-26 13:31:10,SA-45/TEMPERATURE,25.17
2024-10-26 13:31:14,SA-45/TEMPERATURE,24.7
2024-10-26 13:31:16,SA-45/TEMPERATURE,25.17
2024-10-26 13:31:24,SA-45/TEMPERATURE,24.7
2024-10-26 13:31:27,SA-45/TEMPERATURE,25.17
2024-10-26 13:31:36,SA-45/TEMPERATURE,24.7
2024-10-26 13:31:38,SA-45/TEMPERATURE,25.17
2024-10-26 13:32:04,SA-45/TEMPERATURE,24.7
2024-10-26 13:32:08,SA-45/TEMPERATURE,25.17
2024-10-26 13:32:22,SA-45/TEMPERATURE,24.7
2024-10-26 13:32:24,SA-45/TEMPERATURE,25.17
2024-10-26 13:32:28,SA-45/TEMPERATURE,24.7
2024-10-26 13:32:30,SA-45/TEMPERATURE,25.17
2024-10-26 13:32:42,SA-45/TEMPERATURE,24.7
2024-10-26 13:32:44,SA-45/TEMPERATURE,25.17
2024-10-26 13:33:10,SA-45/TEMPERATURE,24.7
2024-10-26 13:33:12,SA-45/TEMPERATURE,25.17
2024-10-26 13:33:47,SA-45/TEMPERATURE,24.7
2024-10-26 13:33:48,SA-45/TEMPERATURE,25.17
2024-10-26 13:34:51,SA-45/TEMPERATURE,24.7
2024-10-26 13:34:52,SA-45/TEMPERATURE,25.17
2024-10-26 13:34:54,SA-45/TEMPERATURE,24.7
2024-10-26 13:34:56,SA-45/TEMPERATURE,25.17
2024-10-26 13:35:20,SA-45/TEMPERATURE,24.7
2024-10-26 13:35:24,SA-45/TEMPERATURE,25.17
2024-10-26 13:35:40,SA-45/TEMPERATURE,24.7
2024-10-26 13:35:44,SA-45/TEMPERATURE,25.17
2024-10-26 13:35:48,SA-45/TEMPERATURE,24.7
2024-10-26 13:35:53,SA-45/TEMPERATURE,25.17
2024-10-26 13:35:54,SA-45/TEMPERATURE,24.7
2024-10-26 13:35:58,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:10,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:14,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:16,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:20,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:26,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:29,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:30,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:36,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:38,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:40,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:46,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:52,SA-45/TEMPERATURE,25.17
2024-10-26 13:36:56,SA-45/TEMPERATURE,24.7
2024-10-26 13:36:58,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:02,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:04,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:06,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:09,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:10,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:12,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:15,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:16,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:18,SA-45/LED_LEVEL,5
2024-10-26 13:37:19,SA-45/LED_LEVEL,6
2024-10-26 13:37:20,SA-45/LED_LEVEL,5
2024-10-26 13:37:24,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:26,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:28,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:34,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:36,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:39,SA-45/TEMPERATURE,25.17
2024-10-26 13:37:42,SA-45/TEMPERATURE,24.7
2024-10-26 13:37:45,SA-45/TEMPERATURE,25.17
2024-10-26 13:38:00,SA-45/TEMPERATURE,24.7
2024-10-26 13:38:02,SA-45/TEMPERATURE,25.17
2024-10-26 13:38:04,SA-45/TEMPERATURE,25.64
2024-10-26 13:38:06,SA-45/TEMPERATURE,25.17
2024-10-26 13:38:22,SA-45/TEMPERATURE,24.7
2024-10-26 13:38:24,SA-45/TEMPERATURE,25.17
2024-10-26 13:38:38,SA-45/TEMPERATURE,24.7
2024-10-26 13:38:40,SA-45/TEMPERATURE,25.17
2024-10-26 13:39:00,SA-45/TEMPERATURE,24.7
2024-10-26 13:39:02,SA-45/TEMPERATURE,25.17
2024-10-26 13:39:04,SA-45/TEMPERATURE,24.7
2024-10-26 13:39:06,SA-45/TEMPERATURE,25.17
2024-10-26 13:39:20,SA-45/TEMPERATURE,24.7
2024-10-26 13:39:22,SA-45/TEMPERATURE,25.17
2024-10-26 13:41:05,SA-45/TEMPERATURE,24.7
2024-10-26 13:41:06,SA-45/TEMPERATURE,25.17
2024-10-26 13:41:28,SA-45/TEMPERATURE,24.7
2024-10-26 13:41:30,SA-45/TEMPERATURE,25.17
2024-10-26 13:43:18,SA-45/TEMPERATURE,24.7
2024-10-26 13:43:20,SA-45/TEMPERATURE,25.17
2024-10-26 13:44:31,SA-45/TEMPERATURE,24.7
2024-10-26 13:44:32,SA-45/TEMPERATURE,25.17
2024-10-26 13:47:38,SA-45/TEMPERATURE,25.64
2024-10-26 13:47:40,SA-45/TEMPERATURE,25.17
2024-10-26 13:47:42,SA-45/TEMPERATURE,25.64
2024-10-26 13:47:46,SA-45/TEMPERATURE,25.17
2024-10-26 13:47:50,SA-45/TEMPERATURE,25.64
2024-10-26 13:47:53,SA-45/TEMPERATURE,25.17
2024-10-26 13:47:58,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:00,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:04,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:06,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:08,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:12,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:17,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:21,SA-45/TEMPERATURE,26.11
2024-10-26 13:48:22,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:24,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:26,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:28,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:30,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:32,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:44,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:46,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:51,SA-45/TEMPERATURE,25.17
2024-10-26 13:48:52,SA-45/TEMPERATURE,25.64
2024-10-26 13:48:57,SA-45/TEMPERATURE,25.17
2024-10-26 13:49:00,SA-45/TEMPERATURE,25.64
2024-10-26 13:49:22,SA-45/TEMPERATURE,25.17
2024-10-26 13:49:25,SA-45/TEMPERATURE,25.64
2024-10-26 13:49:35,SA-45/TEMPERATURE,25.17
2024-10-26 13:49:40,SA-45/TEMPERATURE,25.64
2024-10-26 13:49:44,SA-45/TEMPERATURE,25.17
2024-10-26 13:49:49,SA-45/TEMPERATURE,26.11
2024-10-26 13:49:50,SA-45/TEMPERATURE,25.64
2024-10-26 13:49:52,SA-45/TEMPERATURE,26.11
2024-10-26 13:49:57,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:02,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:12,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:15,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:18,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:20,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:26,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:31,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:36,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:38,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:42,SA-45/TEMPERATURE,26.11
2024-10-26 13:50:44,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:50,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:52,SA-45/TEMPERATURE,25.64
2024-10-26 13:50:54,SA-45/TEMPERATURE,25.17
2024-10-26 13:50:57,SA-45/TEMPERATURE,25.64
2024-10-26 13:51:03,SA-45/TEMPERATURE,25.17
2024-10-26 13:51:07,SA-45/TEMPERATURE,26.11
2024-10-26 13:51:09,SA-45/TEMPERATURE,25.64
2024-10-26 13:51:19,SA-45/TEMPERATURE,25.17
2024-10-26 13:51:20,SA-45/TEMPERATURE,25.64
2024-10-26 13:51:31,SA-45/TEMPERATURE,26.11
2024-10-26 13:51:33,SA-45/TEMPERATURE,25.64
2024-10-26 13:51:41,SA-45/TEMPERATURE,26.11
2024-10-26 13:51:43,SA-45/TEMPERATURE,25.64
2024-10-26 13:51:45,SA-45/TEMPERATURE,25.17
2024-10-26 13:51:46,SA-45/TEMPERATURE,25.64
2024-10-26 13:51:48,SA-45/TEMPERATURE,25.17
2024-10-26 13:51:50,SA-45/TEMPERATURE,26.11
2024-10-26 13:51:53,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:00,SA-45/TEMPERATURE,25.64
2024-10-26 13:52:14,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:24,SA-45/TEMPERATURE,25.64
2024-10-26 13:52:28,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:32,SA-45/TEMPERATURE,25.64
2024-10-26 13:52:36,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:36,SA-45/TEMPERATURE,25.64
2024-10-26 13:52:39,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:44,SA-45/TEMPERATURE,25.64
2024-10-26 13:52:50,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:52,SA-45/TEMPERATURE,25.64
2024-10-26 13:52:54,SA-45/TEMPERATURE,25.17
2024-10-26 13:52:56,SA-45/TEMPERATURE,25.64
2024-10-26 13:53:00,SA-45/TEMPERATURE,25.17
2024-10-26 13:53:07,SA-45/TEMPERATURE,25.64
2024-10-26 13:53:10,SA-45/TEMPERATURE,25.17
2024-10-26 13:53:13,SA-45/TEMPERATURE,25.64
2024-10-26 13:53:14,SA-45/TEMPERATURE,26.11
2024-10-26 13:53:16,SA-45/TEMPERATURE,25.17
2024-10-26 13:53:24,SA-45/TEMPERATURE,25.64
2024-10-26 13:53:26,SA-45/TEMPERATURE,25.17
2024-10-26 13:53:30,SA-45/TEMPERATURE,25.64
2024-10-26 13:53:33,SA-45/TEMPERATURE,25.17
2024-10-26 13:53:52,SA-45/TEMPERATURE,25.64
2024-10-26 13:53:54,SA-45/TEMPERATURE,25.17
2024-10-26 13:54:02,SA-45/TEMPERATURE,25.64
2024-10-26 13:54:07,SA-45/TEMPERATURE,25.17
2024-10-26 13:54:14,SA-45/TEMPERATURE,25.64
2024-10-26 13:54:15,SA-45/TEMPERATURE,25.17
2024-10-26 13:54:26,SA-45/TEMPERATURE,25.64
2024-10-26 13:54:29,SA-45/TEMPERATURE,25.17
2024-10-26 13:54:34,SA-45/TEMPERATURE,25.64
2024-10-26 13:54:48,SA-45/TEMPERATURE,25.17
2024-10-26 13:54:56,SA-45/TEMPERATURE,25.64
2024-10-26 13:55:02,SA-45/TEMPERATURE,25.17
2024-10-26 13:55:08,SA-45/TEMPERATURE,26.11
2024-10-26 13:55:10,SA-45/TEMPERATURE,25.64
2024-10-26 13:55:16,SA-45/TEMPERATURE,25.17
2024-10-26 13:55:18,SA-45/TEMPERATURE,26.11
2024-10-26 13:55:20,SA-45/TEMPERATURE,25.64
2024-10-26 13:55:22,SA-45/TEMPERATURE,25.17
2024-10-26 13:55:24,SA-45/TEMPERATURE,25.64
2024-10-26 13:55:32,SA-45/TEMPERATURE,26.11
2024-10-26 13:55:34,SA-45/TEMPERATURE,25.17
2024-10-26 13:55:36,SA-45/TEMPERATURE,25.64
2024-10-26 13:55:52,SA-45/TEMPERATURE,25.17
2024-10-26 13:55:54,SA-45/TEMPERATURE,25.64
2024-10-26 13:56:02,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:09,SA-45/TEMPERATURE,25.64
2024-10-26 13:56:12,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:12,SA-45/TEMPERATURE,25.64
2024-10-26 13:56:18,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:20,SA-45/TEMPERATURE,25.64
2024-10-26 13:56:26,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:28,SA-45/TEMPERATURE,25.64
2024-10-26 13:56:40,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:44,SA-45/TEMPERATURE,26.11
2024-10-26 13:56:46,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:48,SA-45/TEMPERATURE,25.64
2024-10-26 13:56:50,SA-45/TEMPERATURE,25.17
2024-10-26 13:56:52,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:00,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:02,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:08,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:10,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:14,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:16,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:18,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:20,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:22,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:26,SA-45/TEMPERATURE,26.11
2024-10-26 13:57:28,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:32,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:34,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:38,SA-45/TEMPERATURE,26.11
2024-10-26 13:57:40,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:46,SA-45/TEMPERATURE,26.11
2024-10-26 13:57:48,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:50,SA-45/TEMPERATURE,26.11
2024-10-26 13:57:52,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:54,SA-45/TEMPERATURE,25.17
2024-10-26 13:57:56,SA-45/TEMPERATURE,25.64
2024-10-26 13:57:58,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:00,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:02,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:04,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:08,SA-45/TEMPERATURE,26.11
2024-10-26 13:58:10,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:12,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:16,SA-45/TEMPERATURE,26.11
2024-10-26 13:58:18,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:24,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:26,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:30,SA-45/TEMPERATURE,26.11
2024-10-26 13:58:36,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:38,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:40,SA-45/TEMPERATURE,26.11
2024-10-26 13:58:42,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:48,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:51,SA-45/TEMPERATURE,25.64
2024-10-26 13:58:52,SA-45/TEMPERATURE,26.11
2024-10-26 13:58:54,SA-45/TEMPERATURE,25.17
2024-10-26 13:58:58,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:08,SA-45/TEMPERATURE,25.17
2024-10-26 13:59:18,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:20,SA-45/TEMPERATURE,25.17
2024-10-26 13:59:22,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:26,SA-45/TEMPERATURE,25.17
2024-10-26 13:59:29,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:32,SA-45/TEMPERATURE,25.17
2024-10-26 13:59:40,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:44,SA-45/TEMPERATURE,25.17
2024-10-26 13:59:46,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:48,SA-45/TEMPERATURE,25.17
2024-10-26 13:59:50,SA-45/TEMPERATURE,25.64
2024-10-26 13:59:56,SA-45/TEMPERATURE,25.17
2024-10-26 14:00:02,SA-45/TEMPERATURE,25.64
2024-10-26 14:00:04,SA-45/TEMPERATURE,25.17
2024-10-26 14:00:10,SA-45/TEMPERATURE,25.64
2024-10-26 14:00:12,SA-45/TEMPERATURE,25.17
2024-10-26 14:00:14,SA-45/TEMPERATURE,26.11
2024-10-26 14:00:17,SA-45/TEMPERATURE,25.17
2024-10-26 14:00:40,SA-45/TEMPERATURE,25.64
2024-10-26 14:00:42,SA-45/TEMPERATURE,25.17
2024-10-26 14:00:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:01:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:01:02,SA-45/TEMPERATURE,25.64
2024-10-26 14:01:04,SA-45/TEMPERATURE,25.17
2024-10-26 14:01:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:01:12,SA-45/TEMPERATURE,25.17
2024-10-26 14:01:24,SA-45/TEMPERATURE,24.7
2024-10-26 14:01:26,SA-45/TEMPERATURE,25.17
2024-10-26 14:01:42,SA-45/TEMPERATURE,25.64
2024-10-26 14:01:44,SA-45/TEMPERATURE,25.17
2024-10-26 14:01:48,SA-45/TEMPERATURE,25.64
2024-10-26 14:01:50,SA-45/TEMPERATURE,25.17
2024-10-26 14:02:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:02:14,SA-45/TEMPERATURE,25.17
2024-10-26 14:02:16,SA-45/TEMPERATURE,25.64
2024-10-26 14:02:18,SA-45/TEMPERATURE,25.17
2024-10-26 14:03:26,SA-45/TEMPERATURE,25.64
2024-10-26 14:03:28,SA-45/TEMPERATURE,25.17
2024-10-26 14:03:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:04:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:04:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:04:52,SA-45/TEMPERATURE,25.17
2024-10-26 14:05:56,SA-45/TEMPERATURE,25.64
2024-10-26 14:05:58,SA-45/TEMPERATURE,25.17
2024-10-26 14:06:00,SA-45/TEMPERATURE,25.64
2024-10-26 14:06:02,SA-45/TEMPERATURE,25.17
2024-10-26 14:06:14,SA-45/TEMPERATURE,25.64
2024-10-26 14:06:16,SA-45/TEMPERATURE,25.17
2024-10-26 14:06:26,SA-45/TEMPERATURE,25.64
2024-10-26 14:06:28,SA-45/TEMPERATURE,25.17
2024-10-26 14:06:34,SA-45/TEMPERATURE,25.64
2024-10-26 14:06:40,SA-45/TEMPERATURE,25.17
2024-10-26 14:06:48,SA-45/TEMPERATURE,25.64
2024-10-26 14:06:54,SA-45/TEMPERATURE,25.17
2024-10-26 14:06:56,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:10,SA-45/TEMPERATURE,25.17
2024-10-26 14:07:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:20,SA-45/TEMPERATURE,26.11
2024-10-26 14:07:22,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:24,SA-45/TEMPERATURE,26.11
2024-10-26 14:07:27,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:30,SA-45/TEMPERATURE,25.17
2024-10-26 14:07:34,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:36,SA-45/TEMPERATURE,25.17
2024-10-26 14:07:42,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:48,SA-45/TEMPERATURE,25.17
2024-10-26 14:07:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:07:56,SA-45/TEMPERATURE,25.17
2024-10-26 14:07:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:04,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:08,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:10,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:12,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:14,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:22,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:24,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:30,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:32,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:34,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:38,SA-45/TEMPERATURE,25.64
2024-10-26 14:08:40,SA-45/TEMPERATURE,25.17
2024-10-26 14:08:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:09:00,SA-45/TEMPERATURE,25.17
2024-10-26 14:09:06,SA-45/TEMPERATURE,25.64
2024-10-26 14:09:06,SA-45/TEMPERATURE,25.17
2024-10-26 14:09:16,SA-45/TEMPERATURE,25.64
2024-10-26 14:09:18,SA-45/TEMPERATURE,25.17
2024-10-26 14:09:30,SA-45/TEMPERATURE,25.64
2024-10-26 14:09:32,SA-45/TEMPERATURE,25.17
2024-10-26 14:09:50,SA-45/TEMPERATURE,25.64
2024-10-26 14:09:52,SA-45/TEMPERATURE,25.17
2024-10-26 14:10:16,SA-45/TEMPERATURE,25.64
2024-10-26 14:10:18,SA-45/TEMPERATURE,25.17
2024-10-26 14:10:20,SA-45/TEMPERATURE,25.64
2024-10-26 14:10:22,SA-45/TEMPERATURE,25.17
2024-10-26 14:10:26,SA-45/TEMPERATURE,25.64
2024-10-26 14:10:28,SA-45/TEMPERATURE,25.17
2024-10-26 14:10:38,SA-45/TEMPERATURE,25.64
2024-10-26 14:10:40,SA-45/TEMPERATURE,25.17
2024-10-26 14:11:10,SA-45/TEMPERATURE,25.64
2024-10-26 14:11:12,SA-45/TEMPERATURE,25.17
2024-10-26 14:12:46,SA-45/TEMPERATURE,25.64
2024-10-26 14:12:48,SA-45/TEMPERATURE,25.17
2024-10-26 14:13:35,SA-45/TEMPERATURE,25.64
2024-10-26 14:13:38,SA-45/TEMPERATURE,25.17
2024-10-26 14:13:42,SA-45/TEMPERATURE,25.64
2024-10-26 14:13:44,SA-45/TEMPERATURE,25.17
2024-10-26 14:13:54,SA-45/TEMPERATURE,25.64
2024-10-26 14:13:58,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:02,SA-45/TEMPERATURE,25.64
2024-10-26 14:14:04,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:14,SA-45/TEMPERATURE,25.64
2024-10-26 14:14:17,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:22,SA-45/TEMPERATURE,25.64
2024-10-26 14:14:26,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:34,SA-45/TEMPERATURE,25.64
2024-10-26 14:14:36,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:39,SA-45/TEMPERATURE,25.64
2024-10-26 14:14:52,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:52,SA-45/TEMPERATURE,25.64
2024-10-26 14:14:56,SA-45/TEMPERATURE,25.17
2024-10-26 14:14:58,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:02,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:04,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:10,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:14,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:16,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:28,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:30,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:34,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:40,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:42,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:49,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:50,SA-45/TEMPERATURE,25.17
2024-10-26 14:15:52,SA-45/TEMPERATURE,25.64
2024-10-26 14:15:54,SA-45/TEMPERATURE,25.17
2024-10-26 14:16:04,SA-45/TEMPERATURE,25.64
2024-10-26 14:16:06,SA-45/TEMPERATURE,25.17
2024-10-26 14:16:12,SA-45/TEMPERATURE,25.64
2024-10-26 14:16:20,SA-45/TEMPERATURE,25.17
2024-10-26 14:16:22,SA-45/TEMPERATURE,25.64
2024-10-26 14:16:24,SA-45/TEMPERATURE,25.17
2024-10-26 14:16:30,SA-45/TEMPERATURE,25.64
2024-10-26 14:16:34,SA-45/TEMPERATURE,25.17
